date,sector,sector_etf,etf_return_1d,etf_return_5d,etf_rsi,etf_macd_diff,etf_volatility,fund_flow_norm,sector_pe_median
2024-01-17,Energy,XLE,-0.008301,-0.028169,27.553408,-0.226585,0.0115,-0.596408,
2024-01-18,Energy,XLE,-0.001624,-0.02011,28.109768,-0.239676,0.011248,0.084869,
2024-01-19,Energy,XLE,0.003254,-0.019447,32.980552,-0.226427,0.010814,0.600449,
2024-01-22,Energy,XLE,0.003742,-0.026729,35.283865,-0.195658,0.010807,0.499129,
2024-01-23,Energy,XLE,0.002112,-0.000867,30.876895,-0.158936,0.01076,0.353161,
2024-01-24,Energy,XLE,0.014261,0.021864,29.361297,-0.090946,0.011339,1.329091,
2024-01-25,Energy,XLE,0.022496,0.046552,45.471264,0.013771,0.01239,1.927549,
2024-01-26,Energy,XLE,0.007414,0.050892,48.109019,0.099764,0.012508,0.622823,
2024-01-29,Energy,XLE,-0.001424,0.045483,52.045636,0.147313,0.012027,-0.094028,
2024-01-30,Energy,XLE,0.010341,0.054067,63.14739,0.197334,0.012224,0.747265,
2024-01-31,Energy,XLE,-0.018706,0.019807,58.595239,0.172789,0.012722,-1.432715,
2024-02-01,Energy,XLE,-0.00012,-0.00275,57.721238,0.149313,0.012081,0.134156,
2024-02-02,Energy,XLE,0.001439,-0.008665,54.276967,0.131258,0.011489,0.193014,
2024-02-05,Energy,XLE,-0.002514,-0.009747,66.128922,0.10745,0.011491,-0.109674,
2024-02-06,Energy,XLE,0.003241,-0.016706,73.106868,0.095291,0.011232,0.224681,
2024-02-07,Energy,XLE,0.002034,0.004076,74.935101,0.087886,0.010585,0.066657,
2024-02-08,Energy,XLE,0.010269,0.014509,76.747009,0.104135,0.010467,0.797328,
2024-02-09,Energy,XLE,-0.015365,-0.002514,65.268651,0.069984,0.011152,-1.490227,
2024-02-12,Energy,XLE,0.011043,0.011043,67.86063,0.071793,0.011142,0.650246,
2024-02-13,Energy,XLE,-0.010092,-0.002393,58.153764,0.043327,0.009884,-1.257693,
2024-02-14,Energy,XLE,-0.000959,-0.005373,47.935045,0.020141,0.009627,-0.274939,
2024-02-15,Energy,XLE,0.027851,0.011937,57.069148,0.072695,0.011169,2.484732,
2024-02-16,Energy,XLE,-0.000584,0.027128,57.484425,0.099432,0.011206,-0.297345,
2024-02-20,Energy,XLE,-0.009115,0.006649,48.898268,0.086682,0.011545,-0.806714,
2024-02-21,Energy,XLE,0.018752,0.03598,65.582285,0.120024,0.012088,0.917145,
2024-02-22,Energy,XLE,0.001737,0.038775,66.184059,0.137478,0.011824,-0.084215,
2024-02-23,Energy,XLE,-0.006587,0.003971,62.055349,0.122366,0.011048,-0.570551,
2024-02-26,Energy,XLE,0.00349,0.008064,64.446698,0.113189,0.010971,0.106184,
2024-02-27,Energy,XLE,-0.00429,0.012973,61.202669,0.08806,0.011026,-0.354573,
2024-02-28,Energy,XLE,-0.001979,-0.007641,59.553807,0.059989,0.010825,-0.162001,
2024-02-29,Energy,XLE,0.0049,-0.004507,57.750721,0.048926,0.009868,0.210932,
2024-03-01,Energy,XLE,0.011609,0.013727,70.010555,0.066214,0.010102,0.802438,
2024-03-04,Energy,XLE,-0.010673,-0.00058,60.334017,0.042908,0.010508,-1.053996,
2024-03-05,Energy,XLE,0.007424,0.011177,68.51661,0.0419,0.010536,0.432745,
2024-03-06,Energy,XLE,0.003109,0.016332,69.979065,0.043839,0.010535,0.042847,
2024-03-07,Energy,XLE,0.008494,0.019968,64.035167,0.061378,0.010631,0.334851,
2024-03-08,Energy,XLE,0.003528,0.01182,65.776659,0.074869,0.010476,0.091617,
2024-03-11,Energy,XLE,0.010321,0.033291,75.627164,0.10276,0.009771,0.427221,
2024-03-12,Energy,XLE,-0.001571,0.024065,68.497168,0.106803,0.009658,-0.362523,
2024-03-13,Energy,XLE,0.015966,0.03719,73.382187,0.141764,0.009589,1.511144,
2024-03-14,Energy,XLE,0.010292,0.039039,81.169599,0.179397,0.009608,0.573753,
2024-03-15,Energy,XLE,0.002958,0.038448,81.103259,0.196728,0.007904,0.002485,
2024-03-18,Energy,XLE,0.003457,0.031394,85.354278,0.201358,0.007848,-0.045455,
2024-03-19,Energy,XLE,0.011411,0.044805,88.550021,0.219057,0.00743,0.735791,
2024-03-20,Energy,XLE,-0.00141,0.026935,86.737405,0.208499,0.006748,-0.714873,
2024-03-21,Energy,XLE,0.005975,0.022547,86.051122,0.200663,0.006753,0.079694,
2024-03-22,Energy,XLE,-0.00216,0.01733,94.003237,0.172037,0.00646,-0.763036,
2024-03-25,Energy,XLE,0.009307,0.023261,94.171074,0.163216,0.006564,0.828822,
2024-03-26,Energy,XLE,-0.00772,0.003905,86.006885,0.119608,0.00684,-1.722659,
2024-03-27,Energy,XLE,0.009293,0.014666,86.211255,0.1035,0.006771,0.698718,
2024-03-28,Energy,XLE,0.010814,0.019547,87.250062,0.109729,0.006907,0.878277,
2024-04-01,Energy,XLE,0.007414,0.029329,86.966725,0.120101,0.006759,0.662808,
2024-04-02,Energy,XLE,0.013984,0.034098,89.818559,0.151111,0.005991,1.53087,
2024-04-03,Energy,XLE,0.006844,0.049276,89.021659,0.173031,0.005985,-0.017666,
2024-04-04,Energy,XLE,-0.000618,0.038972,87.244045,0.166159,0.006136,-0.98788,
2024-04-05,Energy,XLE,0.010717,0.038873,88.283702,0.174148,0.006207,0.577375,
2024-04-08,Energy,XLE,-0.006321,0.024708,82.310793,0.140949,0.006773,-1.657823,
2024-04-09,Energy,XLE,0.000308,0.010888,80.273598,0.102808,0.006764,-0.671548,
2024-04-10,Energy,XLE,0.003077,0.007106,82.10301,0.071416,0.006606,-0.262486,
2024-04-11,Energy,XLE,-0.000716,0.007007,80.260205,0.034664,0.006214,-0.82141,
2024-04-12,Energy,XLE,-0.016271,-0.019882,68.934029,-0.049099,0.007568,-2.941603,
2024-04-15,Energy,XLE,-0.009362,-0.022881,59.959572,-0.13717,0.008058,-1.656238,
2024-04-16,Energy,XLE,-0.008716,-0.031696,59.300007,-0.220917,0.008426,-1.110183,
2024-04-17,Energy,XLE,-0.00286,-0.037427,53.878792,-0.280299,0.008169,-0.315955,
2024-04-18,Energy,XLE,-0.003081,-0.039706,46.720233,-0.321255,0.008204,-0.31135,
2024-04-19,Energy,XLE,0.012042,-0.012067,49.232521,-0.305279,0.008504,1.183512,
2024-04-22,Energy,XLE,0.006528,0.00378,44.946501,-0.269028,0.00854,0.452864,
2024-04-23,Energy,XLE,0.005544,0.01822,44.082074,-0.224048,0.008405,0.368044,
2024-04-24,Energy,XLE,0.000728,0.021885,44.873362,-0.189214,0.008122,-0.117162,
2024-04-25,Energy,XLE,0.004574,0.029732,40.572261,-0.151058,0.007965,0.248951,
2024-04-26,Energy,XLE,-0.00921,0.008108,39.196085,-0.152287,0.008022,-0.985583,
2024-04-29,Energy,XLE,0.006789,0.008369,43.589724,-0.131695,0.007996,0.490013,
2024-04-30,Energy,XLE,-0.029775,-0.027049,30.852044,-0.203565,0.009924,-2.705423,
2024-05-01,Energy,XLE,-0.015932,-0.043248,27.366759,-0.287852,0.01022,-1.753448,
2024-05-02,Energy,XLE,0.005759,-0.042119,34.491857,-0.314383,0.010384,0.802244,
2024-05-03,Energy,XLE,0.000108,-0.033111,37.476431,-0.318172,0.009945,0.36248,
2024-05-06,Energy,XLE,0.007886,-0.032057,44.771885,-0.285231,0.010188,0.955015,
2024-05-07,Energy,XLE,-0.000965,-0.003315,45.551294,-0.25489,0.010176,0.234756,
2024-05-08,Energy,XLE,-0.00118,0.011627,46.358395,-0.227786,0.010104,0.247048,
2024-05-09,Energy,XLE,0.013426,0.019339,46.984421,-0.162905,0.010705,1.013829,
2024-05-10,Energy,XLE,-0.005511,0.013611,41.35564,-0.130357,0.010192,-0.116109,
2024-05-13,Energy,XLE,-0.002664,0.003001,37.171848,-0.111401,0.010017,-0.014853,
2024-05-14,Energy,XLE,0.001282,0.005257,37.487381,-0.09063,0.009851,0.184834,
2024-05-15,Energy,XLE,0.002241,0.0087,36.00823,-0.066909,0.009848,0.31693,
2024-05-16,Energy,XLE,-0.002769,-0.007419,38.503846,-0.056499,0.009843,-0.124153,
2024-05-17,Energy,XLE,0.013988,0.012043,42.666677,-0.007854,0.009978,1.227439,
2024-05-20,Energy,XLE,-0.006529,0.008121,55.466657,0.004453,0.009958,-0.25778,
2024-05-21,Energy,XLE,-0.004876,0.001921,64.296884,-0.001881,0.009892,-0.157559,
2024-05-22,Energy,XLE,-0.019173,-0.019487,46.899175,-0.059672,0.010665,-1.563247,
2024-05-23,Energy,XLE,-0.009122,-0.025734,42.240461,-0.117815,0.010652,-0.374216,
2024-05-24,Energy,XLE,0.001425,-0.037805,37.892094,-0.143828,0.010581,0.32333,
2024-05-28,Energy,XLE,0.010288,-0.021518,44.897961,-0.123765,0.010766,1.021825,
2024-05-29,Energy,XLE,-0.017658,-0.034086,38.297827,-0.152519,0.009379,-1.497056,
2024-05-30,Energy,XLE,0.002867,-0.012381,31.76459,-0.153444,0.008779,0.303005,
2024-05-31,Energy,XLE,0.024852,0.021482,47.159565,-0.076663,0.010392,2.493596,
2024-06-03,Energy,XLE,-0.02618,-0.006676,39.382438,-0.095709,0.011973,-2.580002,
2024-06-04,Energy,XLE,-0.009586,-0.026216,36.421928,-0.126607,0.011934,-0.667263,
2024-06-05,Energy,XLE,-0.000111,-0.008822,35.430131,-0.137284,0.011938,0.160589,
2024-06-06,Energy,XLE,0.005229,-0.006488,38.247825,-0.120047,0.01204,0.47881,
2024-06-07,Energy,XLE,-0.003985,-0.034442,31.016023,-0.110788,0.011528,-0.006365,
2024-06-10,Energy,XLE,0.007556,-0.000992,36.045618,-0.075632,0.011705,0.591207,
2024-06-11,Energy,XLE,-0.001985,0.006675,36.829786,-0.051658,0.011703,0.064532,
2024-06-12,Energy,XLE,-0.010719,-0.004005,39.368692,-0.059476,0.011854,-0.669341,
2024-06-13,Energy,XLE,-0.00916,-0.018262,39.434222,-0.082187,0.011902,-0.405776,
2024-06-14,Energy,XLE,-0.007441,-0.021669,36.733033,-0.108065,0.011948,-0.217437,
2024-06-17,Energy,XLE,0.002612,-0.02647,32.939175,-0.107685,0.011352,0.516846,
2024-06-18,Energy,XLE,0.004192,-0.020444,40.359167,-0.086432,0.011458,0.596361,
2024-06-20,Energy,XLE,0.018389,0.008378,47.196669,-0.015298,0.012404,1.656777,
2024-06-21,Energy,XLE,-0.00576,0.011838,33.104871,0.019052,0.011767,-0.450693,
2024-06-24,Energy,XLE,0.025215,0.045128,56.244538,0.111804,0.012993,1.791808,
2024-06-25,Energy,XLE,0.002301,0.044802,62.452143,0.174644,0.012998,0.137561,
2024-06-26,Energy,XLE,-0.009837,0.030206,56.997191,0.181551,0.012983,-0.469996,
2024-06-27,Energy,XLE,0.002318,0.013949,55.887895,0.186117,0.012343,0.07348,
2024-06-28,Energy,XLE,0.003855,0.023755,59.453897,0.192775,0.012355,0.219037,
2024-07-01,Energy,XLE,0.000548,-0.000876,56.731425,0.190905,0.010959,0.12292,
2024-07-02,Energy,XLE,-0.000768,-0.003935,57.401378,0.179731,0.009167,-0.137984,
2024-07-03,Energy,XLE,0.004389,0.010376,65.775098,0.177084,0.008875,0.115262,
2024-07-05,Energy,XLE,-0.015623,-0.007709,61.390015,0.124301,0.009652,-1.353392,
2024-07-08,Energy,XLE,-0.006104,-0.017553,62.093251,0.069128,0.009696,-0.448538,
2024-07-09,Energy,XLE,-0.008822,-0.026754,56.147419,0.00795,0.00986,-0.598515,
2024-07-10,Energy,XLE,0.00676,-0.019423,57.175356,-0.011861,0.009828,0.443113,
2024-07-11,Energy,XLE,0.010407,-0.013547,53.995015,0.005277,0.010102,0.750038,
2024-07-12,Energy,XLE,0.002547,0.004661,58.282154,0.023543,0.009768,0.035374,
2024-07-15,Energy,XLE,0.015135,0.02613,53.770058,0.075901,0.009947,1.373859,
2024-07-16,Energy,XLE,0.004462,0.039883,54.885417,0.117745,0.009692,0.071816,
2024-07-17,Energy,XLE,0.009967,0.043196,65.824292,0.165925,0.009822,0.688359,
2024-07-18,Energy,XLE,0.001824,0.034334,65.658946,0.192542,0.009824,-0.124643,
2024-07-19,Energy,XLE,-0.010922,0.020437,56.823203,0.167905,0.0096,-1.271768,
2024-07-22,Energy,XLE,-0.006279,-0.001088,53.115149,0.125328,0.009622,-0.722745,
2024-07-23,Energy,XLE,-0.015906,-0.021343,46.316843,0.0469,0.008647,-2.223699,
2024-07-24,Energy,XLE,0.00011,-0.030895,44.317043,-0.00564,0.008624,0.076614,
2024-07-25,Energy,XLE,0.017268,-0.015955,58.49054,0.007581,0.009206,2.25729,
2024-07-26,Energy,XLE,0.003155,-0.001949,62.765871,0.022989,0.009215,0.167325,
2024-07-29,Energy,XLE,-0.008569,-0.004249,62.766018,0.006323,0.009415,-0.905559,
2024-07-30,Energy,XLE,0.015536,0.027565,65.501829,0.037093,0.010023,1.281761,
2024-07-31,Energy,XLE,0.004202,0.031769,63.747672,0.06482,0.01004,0.385631,
2024-08-01,Energy,XLE,-0.026499,-0.012623,50.855371,0.002745,0.01175,-2.863123,
2024-08-02,Energy,XLE,-0.025788,-0.041111,37.38254,-0.108446,0.012631,-2.431355,
2024-08-05,Energy,XLE,-0.022059,-0.054158,30.969397,-0.232579,0.013456,-1.922951,
2024-08-06,Energy,XLE,0.006131,-0.062917,29.172266,-0.282957,0.013453,0.542353,
2024-08-07,Energy,XLE,0.004024,-0.063083,30.013146,-0.289254,0.013385,0.377473,
2024-08-08,Energy,XLE,0.021528,-0.016861,40.137334,-0.220768,0.014098,1.026198,
2024-08-09,Energy,XLE,0.002242,0.011425,42.391315,-0.159185,0.014095,0.24485,
2024-08-12,Energy,XLE,0.004921,0.039329,48.358392,-0.097554,0.013676,0.45874,
2024-08-13,Energy,XLE,-0.009683,0.022994,45.607304,-0.078427,0.013743,-0.361171,
2024-08-14,Energy,XLE,0.005844,0.024848,41.689687,-0.044825,0.013588,0.491078,
2024-08-15,Energy,XLE,0.011955,0.015245,44.67805,0.012785,0.013921,0.650909,
2024-08-16,Energy,XLE,-0.001104,0.011855,46.79973,0.047093,0.013741,0.163051,
2024-08-19,Energy,XLE,0.006742,0.013689,43.658844,0.086311,0.013783,0.455757,
2024-08-20,Energy,XLE,-0.026351,-0.003372,35.600682,0.035534,0.014581,-1.451044,
2024-08-21,Energy,XLE,0.001692,-0.007486,42.878459,0.007873,0.01459,0.26715,
2024-08-22,Energy,XLE,0.002589,-0.016672,52.920302,-0.001455,0.013994,0.361003,
2024-08-23,Energy,XLE,0.014934,-0.000884,68.445749,0.034391,0.01444,0.829026,
2024-08-26,Energy,XLE,0.008961,0.001318,69.251807,0.080902,0.014481,0.52843,
2024-08-27,Energy,XLE,-0.00932,0.018832,63.176285,0.081391,0.014139,-0.047588,
2024-08-28,Energy,XLE,-0.006419,0.010582,52.755895,0.060968,0.014123,0.067361,
2024-08-29,Energy,XLE,0.013033,0.021109,56.873319,0.081172,0.013219,0.794947,
2024-08-30,Energy,XLE,0.003739,0.009846,56.482324,0.100553,0.011729,0.298138,
2024-09-03,Energy,XLE,-0.024869,-0.024013,50.120637,0.039422,0.012041,-2.655858,
2024-09-04,Energy,XLE,-0.013819,-0.028445,43.455098,-0.037678,0.012459,-1.052493,
2024-09-05,Energy,XLE,-0.007747,-0.029743,36.392159,-0.104064,0.012563,-0.403249,
2024-09-06,Energy,XLE,-0.012514,-0.054212,33.77001,-0.172388,0.011765,-1.005018,
2024-09-09,Energy,XLE,0.007208,-0.050942,33.818201,-0.186358,0.011906,0.880395,
2024-09-10,Energy,XLE,-0.0172,-0.043478,36.214984,-0.228767,0.012298,-1.808999,
2024-09-11,Energy,XLE,-0.009279,-0.039075,33.382733,-0.265135,0.012286,-0.767755,
2024-09-12,Energy,XLE,0.00901,-0.022847,35.902903,-0.248439,0.01242,1.023138,
2024-09-13,Energy,XLE,0.00564,-0.004883,31.76281,-0.20724,0.012111,0.697354,
2024-09-16,Energy,XLE,0.01145,-0.000692,32.633224,-0.137284,0.01252,1.023462,
2024-09-17,Energy,XLE,0.013515,0.030538,40.439548,-0.046926,0.012859,1.052418,
2024-09-18,Energy,XLE,0.001938,0.042205,42.975853,0.021418,0.011499,0.302264,
2024-09-19,Energy,XLE,0.011944,0.045236,42.454214,0.098883,0.01182,1.230645,
2024-09-20,Energy,XLE,-0.002248,0.037037,40.292726,0.140064,0.011817,-0.041518,
2024-09-23,Energy,XLE,0.012348,0.037957,53.582817,0.195129,0.011657,0.934694,
2024-09-24,Energy,XLE,-0.002468,0.021588,58.585884,0.215802,0.011461,-0.068359,
2024-09-25,Energy,XLE,-0.019573,-0.000344,53.284139,0.167102,0.012075,-1.126957,
2024-09-26,Energy,XLE,-0.019619,-0.031523,50.582343,0.078006,0.012712,-1.773167,
2024-09-27,Energy,XLE,0.020363,-0.009576,54.692017,0.073038,0.013262,1.526594,
2024-09-30,Energy,XLE,0.006996,-0.014811,63.258485,0.086517,0.01335,0.544709,
2024-10-01,Energy,XLE,0.022779,0.010124,72.125155,0.152941,0.013201,2.675063,
2024-10-02,Energy,XLE,0.010245,0.040844,72.455069,0.215863,0.012878,0.659671,
2024-10-03,Energy,XLE,0.017637,0.080398,74.496167,0.293488,0.013102,1.181619,
2024-10-04,Energy,XLE,0.009315,0.0687,74.306443,0.353076,0.012605,0.324598,
2024-10-07,Energy,XLE,0.003542,0.065034,72.806621,0.381309,0.01259,-0.059566,
2024-10-08,Energy,XLE,-0.026094,0.014143,61.759992,0.303271,0.013514,-2.046097,
2024-10-09,Energy,XLE,0.006039,0.009921,60.585943,0.252985,0.013158,0.035263,
2024-10-10,Energy,XLE,0.006767,-0.000867,62.805141,0.224282,0.013129,0.019893,
2024-10-11,Energy,XLE,0.00618,-0.003971,61.596509,0.208581,0.013132,-0.004873,
2024-10-14,Energy,XLE,-0.000431,-0.007914,62.301284,0.182817,0.013072,-0.286245,
2024-10-15,Energy,XLE,-0.03223,-0.014165,57.714942,0.061938,0.015149,-2.03843,
2024-10-16,Energy,XLE,0.004789,-0.01539,65.159208,-0.008321,0.015165,0.033108,
2024-10-17,Energy,XLE,0.004767,-0.017346,61.987454,-0.04315,0.014997,0.072376,
2024-10-18,Energy,XLE,-0.00331,-0.026614,59.019843,-0.076055,0.015012,-0.215707,
2024-10-21,Energy,XLE,-0.002989,-0.029104,51.093076,-0.104944,0.014814,-0.15933,
2024-10-22,Energy,XLE,0.002332,0.005569,48.109972,-0.11496,0.0148,-0.001304,
2024-10-23,Energy,XLE,-0.005206,-0.004434,38.058999,-0.133046,0.014087,-0.27486,
2024-10-24,Energy,XLE,-0.000111,-0.009267,32.505298,-0.140944,0.013187,-0.198857,
2024-10-25,Energy,XLE,-0.000334,-0.006309,30.021382,-0.142331,0.012512,-0.154734,
2024-10-28,Energy,XLE,-0.00635,-0.009659,37.51668,-0.155667,0.012561,-0.391803,
2024-10-29,Energy,XLE,-0.015247,-0.027027,27.229026,-0.199471,0.011932,-0.74706,
2024-10-30,Energy,XLE,0.002277,-0.019708,23.350364,-0.212164,0.011666,0.215788,
2024-10-31,Energy,XLE,0.006247,-0.013474,23.155114,-0.193561,0.010942,0.707766,
2024-11-01,Energy,XLE,-0.006321,-0.019383,21.718305,-0.189643,0.010645,-0.164863,
2024-11-04,Energy,XLE,0.017494,0.004148,48.484813,-0.130818,0.011504,1.360925,
2024-11-05,Energy,XLE,0.006699,0.026526,49.718398,-0.068959,0.010161,0.510974,
2024-11-06,Energy,XLE,0.037596,0.062699,64.512937,0.076592,0.013213,3.389004,
2024-11-07,Energy,XLE,-0.004596,0.051247,63.689922,0.150584,0.013202,-0.299836,
2024-11-08,Energy,XLE,0.006657,0.064978,67.457306,0.207444,0.013213,0.200121,
2024-11-11,Energy,XLE,0.005653,0.052585,68.416197,0.247376,0.013258,0.131669,
2024-11-12,Energy,XLE,-0.005303,0.040035,68.227769,0.242705,0.01087,-0.445821,
2024-11-13,Energy,XLE,0.007784,0.010154,70.284223,0.24719,0.010927,0.169346,
2024-11-14,Energy,XLE,0.003809,0.018684,71.356773,0.245358,0.010918,-0.082833,
2024-11-15,Energy,XLE,-0.001476,0.010453,74.022551,0.223892,0.010876,-0.330949,
2024-11-18,Energy,XLE,0.013301,0.018137,85.714165,0.233326,0.011057,0.42218,
2024-11-19,Energy,XLE,-0.006355,0.017061,81.049007,0.204212,0.011264,-0.589202,
2024-11-20,Energy,XLE,0.010065,0.019363,81.68432,0.19976,0.011209,0.107726,
2024-11-21,Energy,XLE,0.008097,0.023717,86.505995,0.205069,0.011217,0.278986,
2024-11-22,Energy,XLE,0.001544,0.026813,84.810072,0.196583,0.011187,-0.251834,
2024-11-25,Energy,XLE,-0.019739,-0.006667,70.920804,0.116475,0.012199,-1.602182,
2024-11-26,Energy,XLE,-0.001363,-0.001678,59.100792,0.049864,0.011454,-0.367359,
2024-11-27,Energy,XLE,-0.00105,-0.012663,61.319758,-0.003995,0.011506,-0.322901,
2024-11-29,Energy,XLE,0.00431,-0.016372,60.373014,-0.031515,0.011493,-0.148669,
2024-12-02,Energy,XLE,-0.010573,-0.028272,51.324493,-0.084211,0.011728,-0.759931,
2024-12-03,Energy,XLE,-0.000106,-0.00881,54.259129,-0.119309,0.011285,-0.223518,
2024-12-04,Energy,XLE,-0.024125,-0.031401,38.735076,-0.210324,0.012729,-1.654855,
2024-12-05,Energy,XLE,0.003903,-0.026598,38.735027,-0.250823,0.009473,0.445381,
2024-12-06,Energy,XLE,-0.016956,-0.04721,33.939296,-0.315678,0.010136,-1.373204,
2024-12-09,Energy,XLE,-0.001648,-0.038616,25.478877,-0.34848,0.00997,0.069707,
2024-12-10,Energy,XLE,-0.006823,-0.045075,25.454469,-0.372977,0.009888,-0.306817,
2024-12-11,Energy,XLE,0.001662,-0.019842,19.190799,-0.36671,0.009893,0.36885,
2024-12-12,Energy,XLE,-0.008075,-0.031537,11.157163,-0.367425,0.00972,-0.331357,
2024-12-13,Energy,XLE,-0.005018,-0.019776,9.302168,-0.363121,0.009614,-0.070376,
2024-12-16,Energy,XLE,-0.021968,-0.039727,9.264693,-0.401008,0.010493,-1.47437,
2024-12-17,Energy,XLE,-0.007449,-0.040332,8.803673,-0.422586,0.009682,-0.335918,
2024-12-18,Energy,XLE,-0.029558,-0.070243,7.126112,-0.489954,0.011125,-2.702053,
2024-12-19,Energy,XLE,-0.008685,-0.070815,3.854792,-0.525702,0.010448,-0.59329,
2024-12-20,Energy,XLE,0.009841,-0.056938,10.199194,-0.491405,0.010588,1.617753,
2024-12-23,Energy,XLE,0.005873,-0.030093,13.487761,-0.423796,0.010816,1.147245,
2024-12-24,Energy,XLE,0.008459,-0.014547,21.237814,-0.331139,0.010889,0.851121,
2024-12-26,Energy,XLE,-0.000827,0.014628,18.679859,-0.250812,0.0109,0.454722,
2024-12-27,Energy,XLE,-0.000118,0.023396,21.561838,-0.180012,0.010922,0.481247,
2024-12-30,Energy,XLE,-0.000118,0.013303,21.864416,-0.118483,0.010758,0.491387,
2024-12-31,Energy,XLE,0.013128,0.020613,31.512308,-0.031364,0.011466,1.164423,
2025-01-02,Energy,XLE,0.011674,0.023866,36.701727,0.063925,0.01199,1.386281,
2025-01-03,Energy,XLE,0.009347,0.034291,43.578001,0.153365,0.011328,0.794206,
2025-01-06,Energy,XLE,-0.004573,0.029683,43.756709,0.196982,0.011247,-0.0367,
2025-01-07,Energy,XLE,0.009992,0.040094,56.891634,0.248102,0.011048,0.855412,
2025-01-08,Energy,XLE,0.001024,0.027667,61.095777,0.276752,0.011059,0.229028,
2025-01-10,Energy,XLE,0.004089,0.019963,83.743172,0.297468,0.011031,0.492335,
2025-01-13,Energy,XLE,0.021043,0.031782,94.30459,0.357463,0.012042,2.353081,
2025-01-14,Energy,XLE,0.010748,0.047663,94.406557,0.410814,0.01208,0.683972,
2025-01-15,Energy,XLE,0.014799,0.05265,94.906586,0.467926,0.012341,0.99519,
2025-01-16,Energy,XLE,0.007238,0.059184,94.885321,0.502474,0.010965,0.183978,
2025-01-17,Energy,XLE,0.007722,0.063016,95.894584,0.521458,0.010666,0.141089,
2025-01-21,Energy,XLE,-0.005109,0.035789,91.682297,0.491689,0.007474,-1.404025,
2025-01-22,Energy,XLE,-0.018186,0.006139,79.176669,0.394378,0.008651,-2.483298,
2025-01-23,Energy,XLE,0.004576,-0.003997,77.948618,0.323969,0.008586,-0.046963,
2025-01-24,Energy,XLE,-0.009653,-0.020699,70.060336,0.233188,0.009187,-1.204038,
2025-01-27,Energy,XLE,-0.010404,-0.038314,62.318816,0.132026,0.009688,-1.232717,
2025-01-28,Energy,XLE,-0.009517,-0.042576,59.967189,0.032119,0.010071,-1.202045,
2025-01-29,Energy,XLE,0.002235,-0.022663,57.63887,-0.029319,0.010048,-0.113073,
2025-01-30,Energy,XLE,0.005128,-0.022126,58.957129,-0.055381,0.010031,0.279886,
2025-01-31,Energy,XLE,-0.02795,-0.040193,47.331,-0.149197,0.011931,-2.690513,
2025-02-03,Energy,XLE,0.006276,-0.024015,41.91525,-0.186042,0.011741,0.507377,
2025-02-04,Energy,XLE,0.020977,0.006034,45.668188,-0.144943,0.012446,1.599191,
2025-02-05,Energy,XLE,0.00211,0.005909,40.610069,-0.107739,0.012363,-0.014661,
2025-02-06,Energy,XLE,-0.018398,-0.017635,32.639515,-0.131433,0.012994,-1.445036,
2025-02-07,Energy,XLE,-0.000113,0.010497,28.806946,-0.141138,0.012994,-0.007026,
2025-02-10,Energy,XLE,0.022019,0.026307,39.54968,-0.081118,0.013853,1.008642,
2025-02-11,Energy,XLE,0.008065,0.013327,47.960748,-0.017783,0.013165,0.468024,
2025-02-12,Energy,XLE,-0.024112,-0.013189,39.480733,-0.045533,0.014034,-1.629944,
2025-02-13,Energy,XLE,0.007525,0.012871,44.594651,-0.040772,0.01369,0.651706,
2025-02-14,Energy,XLE,0.004013,0.01705,48.979553,-0.025301,0.013601,0.399528,
2025-02-18,Energy,XLE,0.013656,0.008728,56.17282,0.02282,0.013877,0.951217,
2025-02-19,Energy,XLE,0.007886,0.008549,57.682088,0.073184,0.013996,0.499552,
2025-02-20,Energy,XLE,0.009129,0.042902,58.720862,0.125829,0.013524,0.552573,
2025-02-21,Energy,XLE,-0.020784,0.013599,61.047698,0.091882,0.014305,-1.128706,
2025-02-24,Energy,XLE,0.00022,0.00977,59.61001,0.06505,0.014145,0.098546,
2025-02-25,Energy,XLE,-0.014403,-0.018182,48.552817,0.003137,0.014325,-0.642205,
2025-02-26,Energy,XLE,-0.005689,-0.031406,46.110304,-0.052985,0.014221,-0.195452,
2025-02-27,Energy,XLE,0.005385,-0.034999,54.012368,-0.072045,0.014266,0.372129,
2025-02-28,Energy,XLE,0.015512,0.00077,58.507701,-0.038794,0.014644,0.824275,
2025-03-03,Energy,XLE,-0.034945,-0.034415,41.361536,-0.114606,0.015424,-2.84314,
2025-03-04,Energy,XLE,-0.009679,-0.029786,36.392572,-0.183062,0.015506,-0.685014,
2025-03-05,Energy,XLE,-0.014603,-0.038483,38.685599,-0.255788,0.014933,-1.144734,
2025-03-06,Energy,XLE,0.003034,-0.040732,36.933754,-0.279857,0.014949,0.524692,
2025-03-07,Energy,XLE,0.017101,-0.039231,41.461852,-0.234411,0.015046,1.428764,
2025-03-10,Energy,XLE,0.007435,0.002961,39.180056,-0.172397,0.015152,0.609935,
2025-03-11,Energy,XLE,-0.007947,0.004714,34.387625,-0.144271,0.014301,-0.223588,
2025-03-12,Energy,XLE,0.004578,0.024271,32.385518,-0.104786,0.014197,0.44791,
2025-03-13,Energy,XLE,-0.006835,0.014193,35.676032,-0.09069,0.013265,-0.24277,
2025-03-14,Energy,XLE,0.029594,0.02665,46.198087,0.004515,0.014834,1.669962,
